doi,orcid_search,orcid_index,work_index,title,work_type,publication_year,source_display_name,work_id,work_display_name,authorships,abstract,publication_date,fwci,cited_by_count,counts_by_year,cited_by_api_url,ids,is_oa,is_oa_anywhere,oa_status,oa_url,any_repository_has_fulltext,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version,referenced_works,referenced_works_count,related_works,concepts,topics,keywords,is_paratext,is_retracted,language,grants,apc,first_page,last_page,volume,issue
https://doi.org/10.1016/j.ijft.2023.100283,0000-0003-1096-4973,8,1,Thermo-hydrodynamic performance evaluation of double-dimpled corrugated tube using single and hybrid nanofluids,article,2023,International Journal of Thermofluids,https://openalex.org/W4315618868,Thermo-hydrodynamic performance evaluation of double-dimpled corrugated tube using single and hybrid nanofluids,,"In the present study, the influence of nanofluids has been analyzed in spherical double-dimpled surfaces on heat transfer and pressure drop characteristics. The primary purpose is to assess the thermo-hydrodynamic performance of both single and hybrid nanofluids in terms of varying Reynolds numbers and nanoparticle volume concentrations in a double-dimpled pipe. In the double-dimpled corrugated design, the smooth flow is interrupted, allowing small whirlpool zones to form and generating turbulence, which boosts heat exchanger efficiency and prevents particles from dropping out of suspension. The unique design of corrugation enhances heat transfer, allowing for a smaller heat exchanger. Corrugated heat exchangers can be half the size of smooth ones, depending on the application where compact size is required in operation of industries. Assuming a constant and uniform heat flux of 10,000 W/m2, the numerical simulations are conducted at Reynolds numbers ranging from 10,000 to 30,000. The research utilizes computational methods to assess the thermo-hydrodynamic performance of nanofluids (CuO/water, Al2O3/water, TiO2/water) and hybrid nanofluids (Al2O3CuO/water, Al2O3-TiO2/water), along with the effects of double-dimpled surfaces in the pipe with volume concentrations varying from 1% to 3%. The computational fluid dynamics solver is applied to analyze the effective properties of nanofluids based on models. There is a discussion on the results of heat transfer coefficient, temperature distributions, Nusselt number, pressure drop, and friction factors under various working conditions. Different nanoparticle compositions were shown to have a 20–25% higher heat transfer coefficient for the double-dimpled pipe in contrast to the smooth one. A higher Nusselt number is obtained owing to the complexity of the corrugations, that improves heat transfer and pressure drop with high volume fractions. As the performance evaluation criterion (PEC) for corrugated geometries is greater than unity, they can surpass smooth pipes. The 3% Al2O3CuO/water hybrid nanofluid was determined to be the top - performing nanofluid in the double-dimpled pipe flow, with a maximum thermal performance gain of 20.62%.",2023-01-11,6.844,41,,https://api.openalex.org/works?filter=cites:W4315618868,,TRUE,TRUE,gold,https://doi.org/10.1016/j.ijft.2023.100283,FALSE,https://openalex.org/S4210194017,2666-2027,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.ijft.2023.100283,NA,cc-by-nc-nd,publishedVersion,,56,,,,,FALSE,FALSE,en,,,100283,100283,17,NA
https://doi.org/10.1016/j.ijft.2023.100449,0000-0003-1096-4973,8,2,Numerical Assessment of Nanofluids in Corrugated Minichannels: Flow Phenomenon and Advanced Thermo-hydrodynamic Analysis,article,2023,International Journal of Thermofluids,https://openalex.org/W4386002383,Numerical Assessment of Nanofluids in Corrugated Minichannels: Flow Phenomenon and Advanced Thermo-hydrodynamic Analysis,,"The current study addresses the influence of the amplitude of distinct corrugation patterns on heat transfer and the performance of nanofluids as a coolant. A novel combined approach has been presented here to optimize the heat transfer, incorporating both geometry modification and coolant optimization. The computational model evolved for single-phase, and turbulent flow conditions in three-dimensional corrugated minichannels (i.e. rectangular, sine-shaped, and V-shaped) with Reynolds number varying from 10,000 to 30,000. Considering a uniform heat flux of 10,000 W/m2, the investigation evaluates the thermal-hydraulic performance of single nanofluids (CuO/water, Al2O3/water, TiO2/water) and hybrid nanofluids (Al2O3-CuO/water, Al2O3-TiO2/water), with volume fractions ranging from 1% to 3%. Various nanoparticle compositions exhibited a 25-30% increased heat transfer coefficient in the corrugated minichannel relative to the smooth one. An enhanced Nusselt number is evident due to the sophisticated corrugated arrangement dependent on the amplitude and patterns of the corrugations. The obtained energy ratio quantifies the effectiveness of a heat exchanger, whereas the Bejan number signifies the heat transfer being characterized by higher irreversibility, leading to a notable dissipation of energy. To account for the PEC (performance evaluation criterion) value above one, the corrugated geometries can outperform smooth channels. With an optimal thermal performance improvement of 22.19%, the 3% Al2O3-CuO/water has been found to be the most effective nanofluid in the rectangular corrugated minichannel with the amplitude-to-wavelength ratio of 0.12.",2023-08-19,4.507,27,,https://api.openalex.org/works?filter=cites:W4386002383,,TRUE,TRUE,gold,https://doi.org/10.1016/j.ijft.2023.100449,FALSE,https://openalex.org/S4210194017,2666-2027,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.ijft.2023.100449,NA,cc-by-nc-nd,publishedVersion,,26,,,,,FALSE,FALSE,en,,,100449,100449,20,NA
https://doi.org/10.1016/j.ijft.2024.100926,0000-0003-1096-4973,8,3,Comprehensive Analysis of a Hybrid Solar Assisted Supercritical CO2 Reheat Recompression Brayton Cycle for Enhanced Performance,article,2024,International Journal of Thermofluids,https://openalex.org/W4403847976,Comprehensive Analysis of a Hybrid Solar Assisted Supercritical CO2 Reheat Recompression Brayton Cycle for Enhanced Performance,,NA,2024-10-01,1.005,2,,https://api.openalex.org/works?filter=cites:W4403847976,,TRUE,TRUE,gold,https://doi.org/10.1016/j.ijft.2024.100926,FALSE,https://openalex.org/S4210194017,2666-2027,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.ijft.2024.100926,NA,cc-by-nc-nd,publishedVersion,,41,,,,,FALSE,FALSE,en,,,100926,100926,NA,NA
https://doi.org/10.46254/bd05.20220142,0000-0003-1096-4973,8,4,Thermodynamic Analysis of Integrated Oxy-combustion Supercritical CO2 Power Cycle with Concentrated Solar Power,article,2022,NA,https://openalex.org/W4387625913,Thermodynamic Analysis of Integrated Oxy-combustion Supercritical CO2 Power Cycle with Concentrated Solar Power,,"IEOM Society Publication Database: A dedicated hub for knowledge and insights in the field of Industrial Engineering and Operations Management. Explore research, articles, and resources that exemplify our commitment to advancing IE & OM globally, fostering critical thinking, and serving humanity.",2022-12-26,0.12,1,,https://api.openalex.org/works?filter=cites:W4387625913,,TRUE,TRUE,bronze,https://index.ieomsociety.org/index.cfm/article/downloadArticle/ID/13330,TRUE,NA,NA,NA,NA,https://doi.org/10.46254/bd05.20220142,https://index.ieomsociety.org/index.cfm/article/downloadArticle/ID/13330,NA,publishedVersion,,8,,,,,FALSE,FALSE,en,,,NA,NA,NA,NA
https://doi.org/10.3390/buildings12122094,0000-0002-4057-2156,9,1,Data-Driven Analysis for Facility Management in Higher Education Institution,article,2022,Buildings,https://openalex.org/W4310376409,Data-Driven Analysis for Facility Management in Higher Education Institution,,"Planned Preventive Maintenance (PPM) and Unplanned Maintenance (UPM) are the most common types of facility maintenance. This paper analyzes current trends and status of Facility Management (FM) practice at higher education institutions by proposing a systematic data-driven methodology using Natural Language Process (NLP) approaches, statistical analysis, risk-profile analysis, and outlier analysis. This study utilizes a descriptive database entitled “Facility Management Unified Classification Database (FMUCD)” to conduct the systematic data-driven analyses. The 5-year data from 2015 to 2019 was collected from eight universities in North America. A preprocessing step included but was not limited to identifying common data attributes, cleaning noisy data, and removing unnecessary data. The outcomes of this study can facilitate the decision-making process by providing an understanding of various aspects of educational facility management trends and risks. The methodology developed gives decision makers of higher education institutions, including facility managers and institution administrators, effective strategies to establish long-term budgetary goals, which will lead to the enhancement of the asset value of the institutions.",2022-11-29,1.737,8,,https://api.openalex.org/works?filter=cites:W4310376409,,TRUE,TRUE,gold,https://www.mdpi.com/2075-5309/12/12/2094/pdf?version=1669720860,FALSE,https://openalex.org/S4210191137,2075-5309,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/buildings12122094,https://www.mdpi.com/2075-5309/12/12/2094/pdf?version=1669720860,cc-by,publishedVersion,,23,,,,,FALSE,FALSE,en,,,2094,2094,12,12
https://doi.org/10.1016/j.dib.2024.110845,0000-0002-4057-2156,9,2,Comprehensive maintenance dataset of building facilities for planned preventive and unplanned maintenance in North American universities,article,2024,Data in Brief,https://openalex.org/W4401821192,Comprehensive maintenance dataset of building facilities for planned preventive and unplanned maintenance in North American universities,,NA,2024-08-23,1.564,1,,https://api.openalex.org/works?filter=cites:W4401821192,,TRUE,FALSE,closed,https://doi.org/10.1016/j.dib.2024.110845,FALSE,https://openalex.org/S2481029507,2352-3409,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.dib.2024.110845,NA,cc-by-nc,publishedVersion,,6,,,,,FALSE,FALSE,en,,,110845,110845,57,NA
https://doi.org/10.1080/01904167.2012.754039,0000-0002-2169-967X,10,1,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,article,2012,Journal of Plant Nutrition,https://openalex.org/W2021060041,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,,"Abstract From 2002 to date, a long-term field experiment has been conducted at Lake Carl Blackwell, Oklahoma, with different rates and times of nitrogen (N) fertilizer application to determine their effect on grain yield, protein and N uptake of winter wheat. Trend analysis for N rates (0, 50, 100, 150 and 200 kg N ha−1) and orthogonal contrasts for different application times (pre-plant, top-dressed in February and March) were performed. With increasing fertilizer N, wheat grain yield and protein content increased from 2110 kg ha−1 to 6783 kg ha−1 and from 8.96 to 17.19%, respectively. For grain yield, protein, and N use efficiency, split applications of N fertilizer were much more efficient than applying all N pre-plant. Large differences in grain yields were noted for different years at the same N rate (range exceeded 5.0 Mg ha−1) and that illustrated the need for making within-year-specific N rate recommendations. Keywords: nitrogennitrogen uptakeproteintime of applicationwinter wheat",2012-12-12,2.283,59,,https://api.openalex.org/works?filter=cites:W2021060041,,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S53118794,0190-4167,https://openalex.org/P4310320547,Taylor & Francis,https://doi.org/10.1080/01904167.2012.754039,NA,NA,NA,,26,,,,,FALSE,FALSE,en,,,749,761,36,5
https://doi.org/10.1016/j.fcr.2024.109361,0000-0002-2169-967X,10,2,Diversified grain rotations can be highly and reliably productive in unstable climates,article,2024,Field Crops Research,https://openalex.org/W4393393791,Diversified grain rotations can be highly and reliably productive in unstable climates,,"The crop rotation is a farm-scale management choice that dictates agronomic output, ecological impacts, and farm viability. Rotations have become less diverse recently. Re-diversifying may help agricultural systems meet the growing, dynamic demands from society and challenges from climate change. Using a long-term experiment, we tested whether diversified rotations could a) match the productivity (grain yield) of simplified rotations while b) stabilizing productivity against variable weather in the western U.S. Corn Belt. We identified rotation design choices that drive these productivity-stability dynamics. Although more productive rotations were more susceptible to weather (r = 0.63; p < 0.001), this tradeoff was surmountable (p < 0.001): the corn-oat-winter wheat-soybean (Zea mays L., Avena sativa L., Triticum aestivum L., Glycine max (L.) Merr.) rotation was a) no less productive than the highly unstable, corn-soybean rotation (p = 0.11); and b) only marginally less stable than the most stable rotation (p = 0.06). Crop selection and sequencing were critical to this outcome. High productivity was due to a) overyielding of individual crops in diversified rotations that increased with time; b) sequencing to allow higher-yielding winter crops; and c) beneficial crop legacy effects. Stability was highest in rotations that included crops belonging to more weather-niches (r2 = 0.67; p < 0.001). Surprisingly, these weather-niches groups did not correspond to traditional categories like cool- vs warm-season crops. These results suggest four principles for the design, study, and implementation of diversified grain rotations that are stable under erratic weather and are as productive as current standard practices.",2024-04-01,3.075,5,,https://api.openalex.org/works?filter=cites:W4393393791,,TRUE,TRUE,hybrid,https://doi.org/10.1016/j.fcr.2024.109361,FALSE,https://openalex.org/S148071443,0378-4290,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.fcr.2024.109361,NA,cc-by,publishedVersion,,52,,,,,FALSE,FALSE,en,,,109361,109361,310,NA
https://doi.org/10.1007/s11119-014-9385-2,0000-0002-2169-967X,10,3,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,article,2014,Precision Agriculture,https://openalex.org/W1975916124,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,,NA,2014-11-14,1.374,38,,https://api.openalex.org/works?filter=cites:W1975916124,,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S42419699,1385-2256,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s11119-014-9385-2,NA,NA,NA,,65,,,,,FALSE,FALSE,en,,,405,424,16,4
https://doi.org/10.1094/php-12-24-0133-pdmr,0000-0002-2169-967X,10,4,"Field trial of biologicals for managing potato early dying complex in Maine, 2024",article,2025,Plant Health Progress,https://openalex.org/W4407133621,"Field trial of biologicals for managing potato early dying complex in Maine, 2024",,"Potato early dying complex is caused by fungal pathogen Verticillium dahliae and Pratylenchus root lesion nematodes. It is an economically impactful potato disease in the United States. Symptoms include decreased tuber yield, unilateral wilting, chlorosis, and necrosis of leaves, and brown vascular discoloration in stems and tubers. This report evaluates the efficacy of two biological controls in conjunction with a traditional chemical management of potato early dying complex. This trial was conducted in Presque Isle, ME in 2024 on potato (Solanum tuberosum) ‘Kennebec’. Results from this study can help advise potato producers in the U.S. in managing this disease complex.",2025-02-04,0,0,,https://api.openalex.org/works?filter=cites:W4407133621,,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S9265444,1535-1025,NA,NA,https://doi.org/10.1094/php-12-24-0133-pdmr,NA,NA,NA,,0,,,,,FALSE,FALSE,en,,,NA,NA,NA,NA
https://doi.org/10.1094/php-12-24-0162-pdmr,0000-0002-2169-967X,10,5,"Evaluation of the Efficacy of NAI-9071 on Potato Black Scurf and Fusarium Dry Rot in Maine, 2024",article,2025,Plant Health Progress,https://openalex.org/W4407555991,"Evaluation of the Efficacy of NAI-9071 on Potato Black Scurf and Fusarium Dry Rot in Maine, 2024",,"Black scurf and Fusarium dry rot, caused by the fungal pathogens Rhizoctonia solani and Fusarium species, respectively, are economically significant potato diseases in the United States. Symptoms include dark, hardened sclerotia on the tuber surface in black scurf, as well as seed piece decay, shriveling, and internal discoloration in Fusarium dry rot, leading to poor emergence, reduced yield, and post-harvest losses. This report evaluates the efficacy of seed treatments using NAI-9071 and Emesto Silver for controlling Black scurf and Fusarium dry rot in potatoes. This trial was conducted in Presque Isle, ME in 2024 on potato (Solanum tuberosum) ‘Russet Burbank’. The results of this study can help improve disease management strategies in the United States, reducing yield losses and enhancing potato quality.",2025-02-12,0,0,,https://api.openalex.org/works?filter=cites:W4407555991,,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S9265444,1535-1025,NA,NA,https://doi.org/10.1094/php-12-24-0162-pdmr,NA,NA,NA,,0,,,,,FALSE,FALSE,en,,,NA,NA,NA,NA
https://doi.org/10.1094/php-12-24-0169-pdmr,0000-0002-2169-967X,10,6,"Field evaluation of Orondis Gold for controlling pink rot of potato in Maine, 2024",article,2025,Plant Health Progress,https://openalex.org/W4407556005,"Field evaluation of Orondis Gold for controlling pink rot of potato in Maine, 2024",,"Potato pink rot, caused by Phytophthora erythroseptica, is a significant soilborne disease affecting potato production. Symptoms include tuber rot with a characteristic salmon-pink discoloration when exposed to air. To evaluate the efficacy of chemicals for controlling pink rot in potatoes, a field trial was conducted in 2024 at the Aroostook Research Farm in Presque Isle, ME, using the susceptible cultivar ‘Kennebec’. This study evaluates the performance of four fungicides applied as seed and soil treatments under field conditions, providing valuable insights for improving disease management strategies for potato growers.",2025-02-12,0,0,,https://api.openalex.org/works?filter=cites:W4407556005,,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S9265444,1535-1025,NA,NA,https://doi.org/10.1094/php-12-24-0169-pdmr,NA,NA,NA,,0,,,,,FALSE,FALSE,en,,,NA,NA,NA,NA
https://doi.org/10.1094/php-12-24-0170-pdmr,0000-0002-2169-967X,10,7,"Assessing the resistance of potato varieties and clones for pink rot in Presque Isle, Maine, 2024",article,2025,Plant Health Progress,https://openalex.org/W4409140472,"Assessing the resistance of potato varieties and clones for pink rot in Presque Isle, Maine, 2024",,"Potato pink rot, caused by Phytophthora erythroseptica, is a soilborne disease that affects both the quality and quantity of potatoes. Infected tubers develop rot with a characteristic salmon-pink discoloration upon exposure to air. To assess the susceptibility of various potato clones to pink rot, a field trial was conducted in the 2024 growing season at the Aroostook Research Farm in Presque Isle, ME. This study evaluates 32 potato clones and 13 commercial varieties under inoculation of the pathogen, providing valuable insights for breeding programs and disease management strategies aimed at improving pink rot resistance in potato production.",2025-04-03,0,0,,https://api.openalex.org/works?filter=cites:W4409140472,,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S9265444,1535-1025,NA,NA,https://doi.org/10.1094/php-12-24-0170-pdmr,NA,NA,NA,,0,,,,,FALSE,FALSE,en,,,NA,NA,NA,NA
