doi,orcid_search,orcid_index,work_index,title,work_type,publication_year,source_display_name,work_id,work_display_name,authorships,abstract,publication_date,fwci,cited_by_count,counts_by_year,cited_by_api_url,ids,is_oa,is_oa_anywhere,oa_status,oa_url,any_repository_has_fulltext,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,version,referenced_works,referenced_works_count,related_works,concepts,topics,keywords,is_paratext,is_retracted,language,grants,apc,first_page,last_page,volume,issue,work_license,policyid_names,article_version,conditions,oa_fee,location,prerequisites,embargo_units,embargo_amount,embargo,license
https://doi.org/10.1016/j.dib.2024.110845,0000-0002-4057-2156,9,2,Comprehensive maintenance dataset of building facilities for planned preventive and unplanned maintenance in North American universities,article,2024,Data in Brief,https://openalex.org/W4401821192,Comprehensive maintenance dataset of building facilities for planned preventive and unplanned maintenance in North American universities,NA,NA,2024-08-23,1.564,1,NA,https://api.openalex.org/works?filter=cites:W4401821192,NA,TRUE,FALSE,closed,https://doi.org/10.1016/j.dib.2024.110845,FALSE,https://openalex.org/S2481029507,2352-3409,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.dib.2024.110845,NA,publishedVersion,NA,6,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,110845,110845,57,NA,cc-by-nc,2252,published,Publisher source must be acknowledged with citation|Must link to publisher version with DOI,no,any_website|named_repository|this_journal,NA,NA,NA,No embargo,cc_by
https://doi.org/10.1016/j.dib.2024.110845,0000-0002-4057-2156,9,2,Comprehensive maintenance dataset of building facilities for planned preventive and unplanned maintenance in North American universities,article,2024,Data in Brief,https://openalex.org/W4401821192,Comprehensive maintenance dataset of building facilities for planned preventive and unplanned maintenance in North American universities,NA,NA,2024-08-23,1.564,1,NA,https://api.openalex.org/works?filter=cites:W4401821192,NA,TRUE,FALSE,closed,https://doi.org/10.1016/j.dib.2024.110845,FALSE,https://openalex.org/S2481029507,2352-3409,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.dib.2024.110845,NA,publishedVersion,NA,6,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,110845,110845,57,NA,cc-by-nc,2252,published,Publisher source must be acknowledged with citation|Must link to publisher version with DOI,no,named_repository|non_commercial_repository|non_commercial_website|this_journal,NA,NA,NA,No embargo,cc_by_nc_nd
https://doi.org/10.1080/01904167.2012.754039,0000-0002-2169-967X,10,1,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,article,2012,Journal of Plant Nutrition,https://openalex.org/W2021060041,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,NA,"Abstract From 2002 to date, a long-term field experiment has been conducted at Lake Carl Blackwell, Oklahoma, with different rates and times of nitrogen (N) fertilizer application to determine their effect on grain yield, protein and N uptake of winter wheat. Trend analysis for N rates (0, 50, 100, 150 and 200 kg N ha−1) and orthogonal contrasts for different application times (pre-plant, top-dressed in February and March) were performed. With increasing fertilizer N, wheat grain yield and protein content increased from 2110 kg ha−1 to 6783 kg ha−1 and from 8.96 to 17.19%, respectively. For grain yield, protein, and N use efficiency, split applications of N fertilizer were much more efficient than applying all N pre-plant. Large differences in grain yields were noted for different years at the same N rate (range exceeded 5.0 Mg ha−1) and that illustrated the need for making within-year-specific N rate recommendations. Keywords: nitrogennitrogen uptakeproteintime of applicationwinter wheat",2012-12-12,2.283,59,NA,https://api.openalex.org/works?filter=cites:W2021060041,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S53118794,0190-4167,https://openalex.org/P4310320547,Taylor & Francis,https://doi.org/10.1080/01904167.2012.754039,NA,NA,NA,26,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,749,761,36,5,NA,7196,published,Publisher source must be acknowledged with citation,yes,any_website|this_journal,NA,NA,NA,No embargo,cc_by
https://doi.org/10.1080/01904167.2012.754039,0000-0002-2169-967X,10,1,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,article,2012,Journal of Plant Nutrition,https://openalex.org/W2021060041,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,NA,"Abstract From 2002 to date, a long-term field experiment has been conducted at Lake Carl Blackwell, Oklahoma, with different rates and times of nitrogen (N) fertilizer application to determine their effect on grain yield, protein and N uptake of winter wheat. Trend analysis for N rates (0, 50, 100, 150 and 200 kg N ha−1) and orthogonal contrasts for different application times (pre-plant, top-dressed in February and March) were performed. With increasing fertilizer N, wheat grain yield and protein content increased from 2110 kg ha−1 to 6783 kg ha−1 and from 8.96 to 17.19%, respectively. For grain yield, protein, and N use efficiency, split applications of N fertilizer were much more efficient than applying all N pre-plant. Large differences in grain yields were noted for different years at the same N rate (range exceeded 5.0 Mg ha−1) and that illustrated the need for making within-year-specific N rate recommendations. Keywords: nitrogennitrogen uptakeproteintime of applicationwinter wheat",2012-12-12,2.283,59,NA,https://api.openalex.org/works?filter=cites:W2021060041,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S53118794,0190-4167,https://openalex.org/P4310320547,Taylor & Francis,https://doi.org/10.1080/01904167.2012.754039,NA,NA,NA,26,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,749,761,36,5,NA,7196,published,Publisher source must be acknowledged with citation,yes,non_commercial_website|this_journal,NA,NA,NA,No embargo,cc_by_nc_nd
https://doi.org/10.1080/01904167.2012.754039,0000-0002-2169-967X,10,1,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,article,2012,Journal of Plant Nutrition,https://openalex.org/W2021060041,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,NA,"Abstract From 2002 to date, a long-term field experiment has been conducted at Lake Carl Blackwell, Oklahoma, with different rates and times of nitrogen (N) fertilizer application to determine their effect on grain yield, protein and N uptake of winter wheat. Trend analysis for N rates (0, 50, 100, 150 and 200 kg N ha−1) and orthogonal contrasts for different application times (pre-plant, top-dressed in February and March) were performed. With increasing fertilizer N, wheat grain yield and protein content increased from 2110 kg ha−1 to 6783 kg ha−1 and from 8.96 to 17.19%, respectively. For grain yield, protein, and N use efficiency, split applications of N fertilizer were much more efficient than applying all N pre-plant. Large differences in grain yields were noted for different years at the same N rate (range exceeded 5.0 Mg ha−1) and that illustrated the need for making within-year-specific N rate recommendations. Keywords: nitrogennitrogen uptakeproteintime of applicationwinter wheat",2012-12-12,2.283,59,NA,https://api.openalex.org/works?filter=cites:W2021060041,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S53118794,0190-4167,https://openalex.org/P4310320547,Taylor & Francis,https://doi.org/10.1080/01904167.2012.754039,NA,NA,NA,26,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,749,761,36,5,NA,7196,accepted,Must link to publisher version with DOI|Must link to publisher version with set statement|Publisher source must be acknowledged with citation,no,authors_homepage,NA,NA,NA,No embargo,NA
https://doi.org/10.1080/01904167.2012.754039,0000-0002-2169-967X,10,1,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,article,2012,Journal of Plant Nutrition,https://openalex.org/W2021060041,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,NA,"Abstract From 2002 to date, a long-term field experiment has been conducted at Lake Carl Blackwell, Oklahoma, with different rates and times of nitrogen (N) fertilizer application to determine their effect on grain yield, protein and N uptake of winter wheat. Trend analysis for N rates (0, 50, 100, 150 and 200 kg N ha−1) and orthogonal contrasts for different application times (pre-plant, top-dressed in February and March) were performed. With increasing fertilizer N, wheat grain yield and protein content increased from 2110 kg ha−1 to 6783 kg ha−1 and from 8.96 to 17.19%, respectively. For grain yield, protein, and N use efficiency, split applications of N fertilizer were much more efficient than applying all N pre-plant. Large differences in grain yields were noted for different years at the same N rate (range exceeded 5.0 Mg ha−1) and that illustrated the need for making within-year-specific N rate recommendations. Keywords: nitrogennitrogen uptakeproteintime of applicationwinter wheat",2012-12-12,2.283,59,NA,https://api.openalex.org/works?filter=cites:W2021060041,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S53118794,0190-4167,https://openalex.org/P4310320547,Taylor & Francis,https://doi.org/10.1080/01904167.2012.754039,NA,NA,NA,26,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,749,761,36,5,NA,7196,accepted,Publisher source must be acknowledged with citation|Must link to publisher version|Set statements to accompany deposits (see policy),no,academic_social_network|named_academic_social_network|named_repository|non_commercial_institutional_repository|subject_repository,NA,months,12,12 months,"cc_by_nc, cc_by_nc_nd"
https://doi.org/10.1080/01904167.2012.754039,0000-0002-2169-967X,10,1,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,article,2012,Journal of Plant Nutrition,https://openalex.org/W2021060041,NITROGEN FERTILIZER MANAGEMENT FOR IMPROVED GRAIN QUALITY AND YIELD IN WINTER WHEAT IN OKLAHOMA,NA,"Abstract From 2002 to date, a long-term field experiment has been conducted at Lake Carl Blackwell, Oklahoma, with different rates and times of nitrogen (N) fertilizer application to determine their effect on grain yield, protein and N uptake of winter wheat. Trend analysis for N rates (0, 50, 100, 150 and 200 kg N ha−1) and orthogonal contrasts for different application times (pre-plant, top-dressed in February and March) were performed. With increasing fertilizer N, wheat grain yield and protein content increased from 2110 kg ha−1 to 6783 kg ha−1 and from 8.96 to 17.19%, respectively. For grain yield, protein, and N use efficiency, split applications of N fertilizer were much more efficient than applying all N pre-plant. Large differences in grain yields were noted for different years at the same N rate (range exceeded 5.0 Mg ha−1) and that illustrated the need for making within-year-specific N rate recommendations. Keywords: nitrogennitrogen uptakeproteintime of applicationwinter wheat",2012-12-12,2.283,59,NA,https://api.openalex.org/works?filter=cites:W2021060041,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S53118794,0190-4167,https://openalex.org/P4310320547,Taylor & Francis,https://doi.org/10.1080/01904167.2012.754039,NA,NA,NA,26,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,749,761,36,5,NA,7196,submitted,"Upon publication, published source must be acknowledged with citation|Must link to publisher version|Set statements to accompany deposits (see policy)",no,any_website|authors_homepage|named_repository|preprint_repository,NA,NA,NA,No embargo,NA
https://doi.org/10.1016/j.fcr.2024.109361,0000-0002-2169-967X,10,2,Diversified grain rotations can be highly and reliably productive in unstable climates,article,2024,Field Crops Research,https://openalex.org/W4393393791,Diversified grain rotations can be highly and reliably productive in unstable climates,NA,"The crop rotation is a farm-scale management choice that dictates agronomic output, ecological impacts, and farm viability. Rotations have become less diverse recently. Re-diversifying may help agricultural systems meet the growing, dynamic demands from society and challenges from climate change. Using a long-term experiment, we tested whether diversified rotations could a) match the productivity (grain yield) of simplified rotations while b) stabilizing productivity against variable weather in the western U.S. Corn Belt. We identified rotation design choices that drive these productivity-stability dynamics. Although more productive rotations were more susceptible to weather (r = 0.63; p < 0.001), this tradeoff was surmountable (p < 0.001): the corn-oat-winter wheat-soybean (Zea mays L., Avena sativa L., Triticum aestivum L., Glycine max (L.) Merr.) rotation was a) no less productive than the highly unstable, corn-soybean rotation (p = 0.11); and b) only marginally less stable than the most stable rotation (p = 0.06). Crop selection and sequencing were critical to this outcome. High productivity was due to a) overyielding of individual crops in diversified rotations that increased with time; b) sequencing to allow higher-yielding winter crops; and c) beneficial crop legacy effects. Stability was highest in rotations that included crops belonging to more weather-niches (r2 = 0.67; p < 0.001). Surprisingly, these weather-niches groups did not correspond to traditional categories like cool- vs warm-season crops. These results suggest four principles for the design, study, and implementation of diversified grain rotations that are stable under erratic weather and are as productive as current standard practices.",2024-04-01,3.075,5,NA,https://api.openalex.org/works?filter=cites:W4393393791,NA,TRUE,TRUE,hybrid,https://doi.org/10.1016/j.fcr.2024.109361,FALSE,https://openalex.org/S148071443,0378-4290,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.fcr.2024.109361,NA,publishedVersion,NA,52,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,109361,109361,310,NA,cc-by,7298,submitted,Upon publishing must link to published article with DOI,no,any_website|named_repository,NA,NA,NA,No embargo,NA
https://doi.org/10.1016/j.fcr.2024.109361,0000-0002-2169-967X,10,2,Diversified grain rotations can be highly and reliably productive in unstable climates,article,2024,Field Crops Research,https://openalex.org/W4393393791,Diversified grain rotations can be highly and reliably productive in unstable climates,NA,"The crop rotation is a farm-scale management choice that dictates agronomic output, ecological impacts, and farm viability. Rotations have become less diverse recently. Re-diversifying may help agricultural systems meet the growing, dynamic demands from society and challenges from climate change. Using a long-term experiment, we tested whether diversified rotations could a) match the productivity (grain yield) of simplified rotations while b) stabilizing productivity against variable weather in the western U.S. Corn Belt. We identified rotation design choices that drive these productivity-stability dynamics. Although more productive rotations were more susceptible to weather (r = 0.63; p < 0.001), this tradeoff was surmountable (p < 0.001): the corn-oat-winter wheat-soybean (Zea mays L., Avena sativa L., Triticum aestivum L., Glycine max (L.) Merr.) rotation was a) no less productive than the highly unstable, corn-soybean rotation (p = 0.11); and b) only marginally less stable than the most stable rotation (p = 0.06). Crop selection and sequencing were critical to this outcome. High productivity was due to a) overyielding of individual crops in diversified rotations that increased with time; b) sequencing to allow higher-yielding winter crops; and c) beneficial crop legacy effects. Stability was highest in rotations that included crops belonging to more weather-niches (r2 = 0.67; p < 0.001). Surprisingly, these weather-niches groups did not correspond to traditional categories like cool- vs warm-season crops. These results suggest four principles for the design, study, and implementation of diversified grain rotations that are stable under erratic weather and are as productive as current standard practices.",2024-04-01,3.075,5,NA,https://api.openalex.org/works?filter=cites:W4393393791,NA,TRUE,TRUE,hybrid,https://doi.org/10.1016/j.fcr.2024.109361,FALSE,https://openalex.org/S148071443,0378-4290,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.fcr.2024.109361,NA,publishedVersion,NA,52,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,109361,109361,310,NA,cc-by,7298,accepted,Must link to publisher version with DOI,no,authors_homepage|named_repository,NA,NA,NA,No embargo,cc_by_nc_nd
https://doi.org/10.1016/j.fcr.2024.109361,0000-0002-2169-967X,10,2,Diversified grain rotations can be highly and reliably productive in unstable climates,article,2024,Field Crops Research,https://openalex.org/W4393393791,Diversified grain rotations can be highly and reliably productive in unstable climates,NA,"The crop rotation is a farm-scale management choice that dictates agronomic output, ecological impacts, and farm viability. Rotations have become less diverse recently. Re-diversifying may help agricultural systems meet the growing, dynamic demands from society and challenges from climate change. Using a long-term experiment, we tested whether diversified rotations could a) match the productivity (grain yield) of simplified rotations while b) stabilizing productivity against variable weather in the western U.S. Corn Belt. We identified rotation design choices that drive these productivity-stability dynamics. Although more productive rotations were more susceptible to weather (r = 0.63; p < 0.001), this tradeoff was surmountable (p < 0.001): the corn-oat-winter wheat-soybean (Zea mays L., Avena sativa L., Triticum aestivum L., Glycine max (L.) Merr.) rotation was a) no less productive than the highly unstable, corn-soybean rotation (p = 0.11); and b) only marginally less stable than the most stable rotation (p = 0.06). Crop selection and sequencing were critical to this outcome. High productivity was due to a) overyielding of individual crops in diversified rotations that increased with time; b) sequencing to allow higher-yielding winter crops; and c) beneficial crop legacy effects. Stability was highest in rotations that included crops belonging to more weather-niches (r2 = 0.67; p < 0.001). Surprisingly, these weather-niches groups did not correspond to traditional categories like cool- vs warm-season crops. These results suggest four principles for the design, study, and implementation of diversified grain rotations that are stable under erratic weather and are as productive as current standard practices.",2024-04-01,3.075,5,NA,https://api.openalex.org/works?filter=cites:W4393393791,NA,TRUE,TRUE,hybrid,https://doi.org/10.1016/j.fcr.2024.109361,FALSE,https://openalex.org/S148071443,0378-4290,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.fcr.2024.109361,NA,publishedVersion,NA,52,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,109361,109361,310,NA,cc-by,7298,accepted,Must link to publisher version with DOI,no,institutional_repository|subject_repository,NA,months,24,24 months,cc_by_nc_nd
https://doi.org/10.1016/j.fcr.2024.109361,0000-0002-2169-967X,10,2,Diversified grain rotations can be highly and reliably productive in unstable climates,article,2024,Field Crops Research,https://openalex.org/W4393393791,Diversified grain rotations can be highly and reliably productive in unstable climates,NA,"The crop rotation is a farm-scale management choice that dictates agronomic output, ecological impacts, and farm viability. Rotations have become less diverse recently. Re-diversifying may help agricultural systems meet the growing, dynamic demands from society and challenges from climate change. Using a long-term experiment, we tested whether diversified rotations could a) match the productivity (grain yield) of simplified rotations while b) stabilizing productivity against variable weather in the western U.S. Corn Belt. We identified rotation design choices that drive these productivity-stability dynamics. Although more productive rotations were more susceptible to weather (r = 0.63; p < 0.001), this tradeoff was surmountable (p < 0.001): the corn-oat-winter wheat-soybean (Zea mays L., Avena sativa L., Triticum aestivum L., Glycine max (L.) Merr.) rotation was a) no less productive than the highly unstable, corn-soybean rotation (p = 0.11); and b) only marginally less stable than the most stable rotation (p = 0.06). Crop selection and sequencing were critical to this outcome. High productivity was due to a) overyielding of individual crops in diversified rotations that increased with time; b) sequencing to allow higher-yielding winter crops; and c) beneficial crop legacy effects. Stability was highest in rotations that included crops belonging to more weather-niches (r2 = 0.67; p < 0.001). Surprisingly, these weather-niches groups did not correspond to traditional categories like cool- vs warm-season crops. These results suggest four principles for the design, study, and implementation of diversified grain rotations that are stable under erratic weather and are as productive as current standard practices.",2024-04-01,3.075,5,NA,https://api.openalex.org/works?filter=cites:W4393393791,NA,TRUE,TRUE,hybrid,https://doi.org/10.1016/j.fcr.2024.109361,FALSE,https://openalex.org/S148071443,0378-4290,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.fcr.2024.109361,NA,publishedVersion,NA,52,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,109361,109361,310,NA,cc-by,7298,published,Published source must be acknowledged with citation,yes,named_repository|non_commercial_repository|non_commercial_website|this_journal,NA,NA,NA,No embargo,"cc_by_nc_nd, cc_by_nc"
https://doi.org/10.1016/j.fcr.2024.109361,0000-0002-2169-967X,10,2,Diversified grain rotations can be highly and reliably productive in unstable climates,article,2024,Field Crops Research,https://openalex.org/W4393393791,Diversified grain rotations can be highly and reliably productive in unstable climates,NA,"The crop rotation is a farm-scale management choice that dictates agronomic output, ecological impacts, and farm viability. Rotations have become less diverse recently. Re-diversifying may help agricultural systems meet the growing, dynamic demands from society and challenges from climate change. Using a long-term experiment, we tested whether diversified rotations could a) match the productivity (grain yield) of simplified rotations while b) stabilizing productivity against variable weather in the western U.S. Corn Belt. We identified rotation design choices that drive these productivity-stability dynamics. Although more productive rotations were more susceptible to weather (r = 0.63; p < 0.001), this tradeoff was surmountable (p < 0.001): the corn-oat-winter wheat-soybean (Zea mays L., Avena sativa L., Triticum aestivum L., Glycine max (L.) Merr.) rotation was a) no less productive than the highly unstable, corn-soybean rotation (p = 0.11); and b) only marginally less stable than the most stable rotation (p = 0.06). Crop selection and sequencing were critical to this outcome. High productivity was due to a) overyielding of individual crops in diversified rotations that increased with time; b) sequencing to allow higher-yielding winter crops; and c) beneficial crop legacy effects. Stability was highest in rotations that included crops belonging to more weather-niches (r2 = 0.67; p < 0.001). Surprisingly, these weather-niches groups did not correspond to traditional categories like cool- vs warm-season crops. These results suggest four principles for the design, study, and implementation of diversified grain rotations that are stable under erratic weather and are as productive as current standard practices.",2024-04-01,3.075,5,NA,https://api.openalex.org/works?filter=cites:W4393393791,NA,TRUE,TRUE,hybrid,https://doi.org/10.1016/j.fcr.2024.109361,FALSE,https://openalex.org/S148071443,0378-4290,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.fcr.2024.109361,NA,publishedVersion,NA,52,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,109361,109361,310,NA,cc-by,7298,published,Published source must be acknowledged with citation,yes,any_website|institutional_repository|named_repository|subject_repository|this_journal,NA,NA,NA,No embargo,cc_by
https://doi.org/10.1016/j.fcr.2024.109361,0000-0002-2169-967X,10,2,Diversified grain rotations can be highly and reliably productive in unstable climates,article,2024,Field Crops Research,https://openalex.org/W4393393791,Diversified grain rotations can be highly and reliably productive in unstable climates,NA,"The crop rotation is a farm-scale management choice that dictates agronomic output, ecological impacts, and farm viability. Rotations have become less diverse recently. Re-diversifying may help agricultural systems meet the growing, dynamic demands from society and challenges from climate change. Using a long-term experiment, we tested whether diversified rotations could a) match the productivity (grain yield) of simplified rotations while b) stabilizing productivity against variable weather in the western U.S. Corn Belt. We identified rotation design choices that drive these productivity-stability dynamics. Although more productive rotations were more susceptible to weather (r = 0.63; p < 0.001), this tradeoff was surmountable (p < 0.001): the corn-oat-winter wheat-soybean (Zea mays L., Avena sativa L., Triticum aestivum L., Glycine max (L.) Merr.) rotation was a) no less productive than the highly unstable, corn-soybean rotation (p = 0.11); and b) only marginally less stable than the most stable rotation (p = 0.06). Crop selection and sequencing were critical to this outcome. High productivity was due to a) overyielding of individual crops in diversified rotations that increased with time; b) sequencing to allow higher-yielding winter crops; and c) beneficial crop legacy effects. Stability was highest in rotations that included crops belonging to more weather-niches (r2 = 0.67; p < 0.001). Surprisingly, these weather-niches groups did not correspond to traditional categories like cool- vs warm-season crops. These results suggest four principles for the design, study, and implementation of diversified grain rotations that are stable under erratic weather and are as productive as current standard practices.",2024-04-01,3.075,5,NA,https://api.openalex.org/works?filter=cites:W4393393791,NA,TRUE,TRUE,hybrid,https://doi.org/10.1016/j.fcr.2024.109361,FALSE,https://openalex.org/S148071443,0378-4290,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.fcr.2024.109361,NA,publishedVersion,NA,52,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,109361,109361,310,NA,cc-by,7298,published,NA,yes,any_repository|institutional_repository|named_repository|subject_repository|this_journal,"Wellcome Trust, British Heart Foundation, Versus Arthritis, Biotechnology and Biological Sciences Research Council, Blood Cancer UK, Gates Foundation, Cancer Research UK, Chief Scientist Office, Scottish Executive, Department of Health & Social Care (2014), The Dunhill Medical Trust, European Research Council, Medical Research Council, Motor Neuron Disease Association, Parkinson's UK, Telethon Foundation, National Institute for Health and Care Research",NA,NA,No embargo,cc_by
https://doi.org/10.1016/j.fcr.2024.109361,0000-0002-2169-967X,10,2,Diversified grain rotations can be highly and reliably productive in unstable climates,article,2024,Field Crops Research,https://openalex.org/W4393393791,Diversified grain rotations can be highly and reliably productive in unstable climates,NA,"The crop rotation is a farm-scale management choice that dictates agronomic output, ecological impacts, and farm viability. Rotations have become less diverse recently. Re-diversifying may help agricultural systems meet the growing, dynamic demands from society and challenges from climate change. Using a long-term experiment, we tested whether diversified rotations could a) match the productivity (grain yield) of simplified rotations while b) stabilizing productivity against variable weather in the western U.S. Corn Belt. We identified rotation design choices that drive these productivity-stability dynamics. Although more productive rotations were more susceptible to weather (r = 0.63; p < 0.001), this tradeoff was surmountable (p < 0.001): the corn-oat-winter wheat-soybean (Zea mays L., Avena sativa L., Triticum aestivum L., Glycine max (L.) Merr.) rotation was a) no less productive than the highly unstable, corn-soybean rotation (p = 0.11); and b) only marginally less stable than the most stable rotation (p = 0.06). Crop selection and sequencing were critical to this outcome. High productivity was due to a) overyielding of individual crops in diversified rotations that increased with time; b) sequencing to allow higher-yielding winter crops; and c) beneficial crop legacy effects. Stability was highest in rotations that included crops belonging to more weather-niches (r2 = 0.67; p < 0.001). Surprisingly, these weather-niches groups did not correspond to traditional categories like cool- vs warm-season crops. These results suggest four principles for the design, study, and implementation of diversified grain rotations that are stable under erratic weather and are as productive as current standard practices.",2024-04-01,3.075,5,NA,https://api.openalex.org/works?filter=cites:W4393393791,NA,TRUE,TRUE,hybrid,https://doi.org/10.1016/j.fcr.2024.109361,FALSE,https://openalex.org/S148071443,0378-4290,https://openalex.org/P4310320990,Elsevier BV,https://doi.org/10.1016/j.fcr.2024.109361,NA,publishedVersion,NA,52,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,109361,109361,310,NA,cc-by,7298,accepted,Must link to published article with DOI|Publisher source must be acknowledged with citation,no,institutional_repository|subject_repository,"Wellcome Trust, UK Research and Innovation, Research England",months,12,12 months,cc_by_nc_nd
https://doi.org/10.1007/s11119-014-9385-2,0000-0002-2169-967X,10,3,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,article,2014,Precision Agriculture,https://openalex.org/W1975916124,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,NA,NA,2014-11-14,1.374,38,NA,https://api.openalex.org/works?filter=cites:W1975916124,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S42419699,1385-2256,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s11119-014-9385-2,NA,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,405,424,16,4,NA,3291,submitted,Published source must be acknowledged|Must link to publisher version with DOI,no,authors_homepage|preprint_repository,NA,NA,NA,No embargo,NA
https://doi.org/10.1007/s11119-014-9385-2,0000-0002-2169-967X,10,3,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,article,2014,Precision Agriculture,https://openalex.org/W1975916124,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,NA,NA,2014-11-14,1.374,38,NA,https://api.openalex.org/works?filter=cites:W1975916124,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S42419699,1385-2256,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s11119-014-9385-2,NA,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,405,424,16,4,NA,3291,accepted,Published source must be acknowledged with citation|Must link to publisher version with DOI|Post-prints are subject to Springer Nature re-use terms|Set statement to accompany deposit (see policy),no,authors_homepage,NA,NA,NA,No embargo,NA
https://doi.org/10.1007/s11119-014-9385-2,0000-0002-2169-967X,10,3,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,article,2014,Precision Agriculture,https://openalex.org/W1975916124,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,NA,NA,2014-11-14,1.374,38,NA,https://api.openalex.org/works?filter=cites:W1975916124,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S42419699,1385-2256,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s11119-014-9385-2,NA,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,405,424,16,4,NA,3291,accepted,Published source must be acknowledged with citation|Must link to publisher version with DOI|Post-prints are subject to Springer Nature re-use terms|Set statement to accompany deposit (see policy),no,funder_designated_location|institutional_repository,NA,months,12,12 months,bespoke_license
https://doi.org/10.1007/s11119-014-9385-2,0000-0002-2169-967X,10,3,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,article,2014,Precision Agriculture,https://openalex.org/W1975916124,Canopy spectral reflectance can predict grain nitrogen use efficiency in soft red winter wheat,NA,NA,2014-11-14,1.374,38,NA,https://api.openalex.org/works?filter=cites:W1975916124,NA,FALSE,FALSE,closed,NA,FALSE,https://openalex.org/S42419699,1385-2256,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s11119-014-9385-2,NA,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE,en,NA,NA,405,424,16,4,NA,3310,published,Publisher source must be acknowledged with citation,yes,any_website|named_repository|this_journal,NA,NA,NA,No embargo,cc_by
